Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
0,2,1,0.2919,1,1,0.6843,0,0,1
0,3,0,1.2914,0,5,1.6996,0,0,1
0,3,1,-0.0079,1,0,-0.0826,0,0,1
0,3,1,-0.8075,0,0,-0.7056,0,0,1
1,3,1,-0.0079,0,0,2.9695,0,0,1
0,3,1,-0.9074,0,0,-0.7025,0,0,1
0,3,1,-0.0079,0,0,-0.7286,0,0,1
1,3,0,-0.5077,0,0,-0.7286,0,0,1
0,3,1,-0.0079,0,0,-0.7025,0,0,1
1,2,0,-1.0074,0,1,0.4387,0,0,1
0,3,1,-0.7076,0,0,-0.6619,0,0,1
1,3,0,-0.0079,0,0,-0.7075,0,1,0
0,3,0,-1.0074,0,0,-0.789,0,1,0
0,3,1,-0.0079,0,0,-0.7025,0,0,1
0,3,0,0.3918,1,1,-0.1279,0,1,0
0,2,1,-0.5077,0,0,-0.3168,0,0,1
0,3,1,1.1914,0,0,-0.7532,1,0,0
0,1,1,1.891,0,0,0.6342,0,0,1
0,3,1,0.7916,0,0,-0.7327,0,0,1
1,3,1,-0.8075,1,0,-0.7003,0,0,1
0,2,1,-0.3078,0,0,-0.3168,0,0,1
0,3,1,-0.0079,0,0,-0.7116,0,0,1
0,3,1,1.4913,0,0,-0.6908,0,0,1
1,1,0,-0.0079,1,0,2.6298,0,0,1
1,2,0,1.1914,1,1,1.6476,0,0,1
0,1,1,0.2919,1,0,2.6298,0,0,1
1,2,1,0.2919,0,0,-0.3168,0,0,1
0,2,1,-0.0079,0,0,-1.299,0,0,1
0,3,1,-1.0074,0,0,-0.7116,0,0,1
0,3,1,-0.3577,0,0,-0.6908,0,0,1
1,3,0,-1.0074,0,0,-0.5554,0,0,1
0,3,0,1.4913,1,6,2.2445,0,0,1
0,3,0,-0.0079,0,0,-0.6842,0,1,0
0,3,1,-0.8075,0,0,-0.602,0,0,1
0,3,1,-1.4072,5,2,2.2445,0,0,1
0,2,1,-0.3078,1,2,1.8425,1,0,0
0,3,1,-1.4072,4,1,1.6996,0,0,1
0,3,1,-0.9074,0,0,-0.5306,0,0,1
0,3,1,-1.0074,0,0,-0.71,0,0,1
1,1,1,0.2919,1,0,3.0076,0,0,1
1,3,0,-2.4066,0,1,-0.2853,1,0,0
1,3,1,-0.0079,0,0,2.9695,0,0,1
0,3,1,-0.3078,0,0,-0.7532,1,0,0
0,2,1,2.3908,0,0,-0.279,0,0,1
0,3,1,1.5912,0,0,-0.6908,0,0,1
1,3,0,-0.0079,0,0,-0.7147,0,1,0
0,3,1,1.3913,0,0,-0.721,0,0,1
1,1,1,0.6917,0,0,0.6871,0,0,1
0,3,0,-1.0074,0,1,-0.2069,1,0,0
0,3,1,-0.3078,0,0,-0.7141,0,1,0
0,3,1,-0.2078,1,0,-0.7056,0,0,1
0,2,1,1.0915,0,0,0.6654,0,0,1
1,2,0,1.6911,0,0,-0.279,0,0,1
1,1,1,1.3913,0,0,0.6871,0,0,1
1,3,1,-0.0079,1,1,-0.1471,1,0,0
1,1,0,-0.4077,0,0,2.4413,1,0,0
0,1,1,-0.0079,0,0,0.707,0,0,1
1,1,1,1.991,1,0,2.6298,0,0,1
0,3,1,0.092,0,0,-0.5825,0,0,1
0,2,1,2.3908,0,0,-0.3168,0,0,1
0,3,1,-0.9074,0,0,-0.721,0,0,1
1,2,0,-0.1079,0,0,-0.5057,0,0,1
0,3,1,-0.0079,0,0,-0.1279,0,1,0
0,3,1,0.4918,0,0,-0.7116,0,0,1
1,2,0,-2.2067,0,1,1.1943,0,0,1
0,3,1,-1.1073,1,0,-0.7661,0,0,1
0,2,1,0.5917,0,0,-0.3168,0,0,1
0,2,1,2.1909,0,0,-0.3168,0,0,1
1,1,1,-0.1079,1,0,2.713,0,0,1
0,3,1,-0.8075,0,0,-0.6445,0,0,1
1,2,0,0.192,3,0,0.2876,0,0,1
1,3,0,-0.0079,0,0,-0.7144,0,1,0
0,2,1,-0.3078,1,0,0.6654,0,0,1
0,3,0,-0.3078,1,0,-0.7003,0,0,1
0,3,1,-1.707,0,0,0.1205,1,0,0
0,2,1,-0.0079,0,0,-1.299,0,0,1
0,2,1,-0.5077,0,0,-0.3168,0,0,1
0,2,1,-0.5077,0,0,-0.3168,0,0,1
0,3,1,0.042,0,0,-0.0826,0,0,1
0,3,0,1.991,1,3,1.2982,0,0,1
0,3,1,-0.0079,0,0,-0.7025,0,0,1
0,3,1,-0.0079,0,0,-0.7025,0,0,1
1,1,1,-0.0079,0,0,0.9676,0,0,1
0,3,1,-0.4077,1,0,-0.0826,0,0,1
1,3,1,0.2919,0,0,-0.7003,0,0,1
0,3,1,-1.2073,1,1,0.231,0,0,1
1,2,0,0.192,0,0,-0.3168,0,0,1
0,1,1,-0.9074,1,0,2.713,0,0,1
0,3,1,0.2919,0,0,-0.7135,0,1,0
1,2,0,-2.4066,1,1,0.4387,0,0,1
1,3,1,-2.2067,0,1,-0.3565,0,0,1
0,3,1,0.4918,0,0,-0.5813,0,0,1
0,3,1,-0.5077,0,0,-0.7025,0,0,1
0,3,1,-0.0079,0,0,-0.71,0,0,1
0,2,1,-1.0074,0,0,-0.4302,0,0,1
0,3,1,0.5917,0,0,-0.6908,0,0,1
0,3,1,-0.0079,0,0,-0.2035,0,0,1
0,3,1,1.2914,0,0,-0.7607,0,0,1
1,3,1,-0.8075,0,0,-0.7528,1,0,0
0,3,1,-1.2073,0,0,-0.7116,0,0,1
0,1,1,-0.0079,0,0,1.693,1,0,0
0,3,0,0.2419,0,0,-0.7135,0,1,0
0,3,1,-0.0079,1,0,0.5256,0,1,0
0,3,1,0.3918,0,0,-0.6672,0,0,1
0,3,1,-0.4077,0,0,-0.5813,0,0,1
0,3,1,1.991,0,0,-0.7056,0,0,1
0,3,1,-0.0079,0,0,-0.7532,1,0,0
1,2,0,2.5907,1,3,0.4387,0,0,1
0,3,1,-1.0074,0,0,-0.7135,0,0,1
0,3,1,-0.0079,0,0,-0.7135,0,1,0
1,3,0,-2.3067,0,0,-0.3565,0,0,1
0,3,1,-0.0079,0,0,-0.7144,0,1,0
1,3,0,-1.5071,0,0,-0.7528,1,0,0
1,1,0,-1.1073,1,0,3.0076,0,0,1
0,1,1,0.092,0,0,0.9676,0,0,1
0,3,1,-0.0079,1,2,0.4727,0,0,1
0,3,1,-0.3078,0,0,-0.7664,0,0,1
0,3,1,-0.3078,0,0,-0.7513,0,0,1
1,3,0,-1.0074,0,0,-0.7327,0,0,1
0,3,1,-2.0069,4,1,0.9015,0,1,0
0,3,1,-0.0079,0,0,-0.7135,0,1,0
0,2,1,-1.2073,0,0,0.6654,0,0,1
0,1,1,-0.0079,0,0,1.0202,1,0,0
0,3,1,-0.3078,0,0,-0.7025,0,0,1
0,2,1,1.0915,0,0,-0.3168,0,0,1
1,1,0,2.0909,0,0,0.6601,0,0,1
1,3,0,0.2919,0,0,-0.643,0,0,1
0,3,1,0.192,0,0,-0.7528,1,0,0
0,3,0,0.192,1,1,0.5256,0,0,1
0,2,1,0.5917,0,0,-0.3168,0,0,1
1,2,0,0.2919,1,1,0.6843,0,0,1
1,3,1,-0.1079,0,0,-0.772,0,0,1
0,3,1,0.2919,0,0,-0.7116,0,0,1
0,1,1,1.0915,0,0,-1.299,0,0,1
0,3,0,-1.0074,0,0,-0.7116,0,0,1
0,2,1,1.0915,0,0,-0.3168,0,0,1
1,1,0,0.4918,1,0,2.713,0,0,1
0,3,1,-0.2078,0,0,-0.7031,0,0,1
0,3,1,1.0915,0,0,0.5256,0,0,1
0,2,1,0.6917,0,0,-0.5057,0,0,1
0,3,0,-2.2067,4,2,1.064,0,0,1
0,3,1,0.2419,0,0,-0.6908,0,0,1
0,1,1,-0.0079,0,0,-1.299,0,0,1
0,3,0,-0.5077,0,0,-0.7003,0,0,1
0,2,1,0.2919,1,1,1.4968,1,0,0
0,3,1,1.4913,0,0,-0.8117,0,0,1
0,3,1,-1.807,3,2,0.809,0,0,1
1,3,1,-0.1079,0,0,-0.6445,0,0,1
0,1,1,0.9915,0,0,-1.299,0,0,1
1,3,0,-0.1079,0,1,-0.3565,0,0,1
0,3,1,-0.0079,0,0,-0.7739,0,1,0
0,3,1,-0.0079,0,0,2.9695,0,0,1
1,3,1,-0.0079,0,0,-0.7135,0,1,0
1,3,0,-1.3072,1,0,-0.2069,1,0,0
0,3,1,-0.0079,0,0,-0.7528,1,0,0
0,3,1,-0.5077,0,0,-0.7056,0,0,1
0,3,1,-1.0074,0,0,-0.6719,0,0,1
0,3,1,-0.7076,0,0,-0.6445,0,0,1
0,3,1,-0.0079,0,0,-0.6908,0,0,1
1,3,1,0.3918,0,0,2.9695,0,0,1
1,1,1,-0.0079,0,0,0.945,1,0,0
0,3,1,-0.8075,0,0,-0.7003,0,0,1
0,2,1,-1.2073,0,0,-0.5057,0,0,1
1,1,0,0.192,0,0,1.0432,1,0,0
0,3,1,0.6417,0,0,-0.8127,1,0,0
0,3,1,-1.1073,0,0,-0.6445,0,0,1
0,3,1,1.3913,0,0,-0.7286,0,0,1
0,3,1,0.6917,0,0,-0.7025,1,0,0
0,2,1,-0.0079,0,1,1.1943,0,0,1
0,3,1,-2.4066,4,2,1.064,0,0,1
0,3,0,-1.9069,1,1,-0.1471,1,0,0
1,1,0,-1.2073,0,1,1.6778,0,0,1
0,2,0,1.5912,1,0,0.6654,0,0,1
1,3,0,-1.0074,0,1,-0.5926,0,0,1
1,1,1,2.2908,0,0,0.707,0,0,1
1,3,0,-0.4077,0,3,0.156,1,0,0
0,3,1,-0.0079,0,0,-0.7528,1,0,0
0,3,1,1.2914,2,0,-0.2331,0,0,1
0,2,1,-0.7076,1,0,-0.4302,0,0,1
1,1,0,1.991,0,0,0.6601,0,0,1
0,2,1,-0.4077,0,0,-0.3168,0,0,1
1,2,0,1.3913,0,0,-0.3168,0,0,1
1,2,0,-0.1079,1,0,-0.252,1,0,0
0,1,1,0.2919,0,0,2.5162,0,0,1
0,3,1,-0.0079,0,0,-0.5813,0,0,1
1,3,1,-2.4066,1,1,-0.4579,0,0,1
0,3,1,-0.2078,0,0,-0.7025,0,0,1
1,1,0,1.891,1,1,2.6717,0,0,1
0,1,1,0.4918,0,0,-0.9213,0,0,1
0,3,1,1.891,0,0,-0.619,0,0,1
1,2,0,-0.0079,1,0,0.5143,1,0,0
1,3,0,-1.3072,0,0,-0.7532,1,0,0
0,3,1,-0.8075,0,0,-0.5551,0,0,1
0,3,1,-0.9074,0,0,-0.7025,0,0,1
0,3,1,-0.0079,0,0,-0.7025,0,0,1
1,2,0,-0.3078,0,1,0.6654,0,0,1
0,3,1,0.4918,0,0,-0.7025,0,0,1
0,3,0,-0.6076,0,0,-0.5044,0,0,1
0,2,1,-0.0079,0,0,-0.5057,0,0,1
0,3,1,-0.3078,0,0,-0.7664,0,0,1
0,3,0,1.0915,0,5,0.9015,0,1,0
0,2,1,-0.1079,0,0,-0.3168,0,0,1
1,1,0,-0.9074,0,0,0.9676,0,0,1
0,3,0,-0.0079,1,2,0.4727,0,0,1
1,1,1,-0.2078,0,0,0.9676,1,0,0
0,3,1,0.3918,0,0,-0.7135,0,1,0
